LabForceParticipation,UnRate,GEOID,HomeOwnRate,BachPercent,MedIncome,BlackPercent
0.4622885713272579,0.20856025159162384,00692,0.6824131056600503,0.22628408900786348,22144,0.07781014087855911
0.4361031518624642,0.1770574779773203,00693,0.7680499158165792,0.22710902812037495,21647,0.05027962811242119
0.16279069767441862,0,00694,1,0,NA,0
0.38540617511200637,0.1794178606830675,00698,0.7508371254400275,0.2583918187286946,16403,0.03765874882408279
0.44866060919919026,0.07282266526757608,00703,0.6462404769791321,0.1832414553472988,22023,0.05911763529458822
0.41503657084538187,0.05,00704,0.776641761698781,0.20200917230836427,18917,0.2802618749129405
0.3920470997008011,0.07570162481536188,00705,0.7847518138892088,0.22824274758252752,21282,0.13971491767018923
0.35447513812154696,0.2718204488778055,00707,0.7276983094928479,0.15495106139570358,21365,0.5255770136599152
0.3006584854833882,0.11224489795918367,00714,0.7621604034488368,0.20636030054167395,14933,0.24921213619230057
0.19241815048822516,0,00715,0.83645443196005,0.10482315112540193,13787,0.11133200795228629
0.33919777768424597,0.12979277826033006,00716,0.6647191011235956,0.34338024054146177,19164,0.0633604843941469
0.35434287573194534,0.17672710580674778,00717,0.4871834948421382,0.31127982646420826,12228,0.06720208676551345
0.3798191832069001,0.15102599179206566,00718,0.7232572486119679,0.22251485269798493,18333,0.015974713821971638
0.37363251617024673,0.1708698439837572,00719,0.6513718070009461,0.18131481394584956,19197,0.07210285907629843
0.36233984578816164,0.236,00720,0.6891454965357968,0.18196732517602024,15485,0.04619394700004827
0.35380371660859466,0.1528518670496512,00723,0.7162529751785107,0.19530733641771314,18107,0.5450968336919766
0.4753706717632479,0.1351257970286145,00725,0.6486964059478563,0.29799014162732573,24262,0.08766566017712532
0.5067996171737631,0.0764163372859025,00727,0.7071157938443972,0.3760047710418503,31204,0.0978439872039978
0.3762820901863203,0.09459677419354838,00728,0.7982489824130251,0.273222852158744,20542,0.06511381683430387
0.5192874631489531,0.19619918210247775,00729,0.7410611652247565,0.26292492405612616,24289,0.13343148029112323
0.37939643942683454,0.16185026227944682,00730,0.6464938310167109,0.28833815574286076,16734,0.04390845388108628
0.30226018123112175,0.080289455547898,00731,0.7655733536740402,0.20311180798456158,15097,0.05848531129278591
0.4182447566687029,0.09858812074001948,00735,0.73141196415597,0.20838687069267608,20864,0.06505464245761983
0.4063411540900444,0.07128589263420725,00736,0.6239080459770115,0.25849860437784633,24099,0.08787662182944528
0.4944793414224962,0.2540634369575509,00738,0.6951746800415082,0.2927932001085089,22162,0.08346461861625312
0.4099440349440349,0.07716640306334804,00739,0.6410278154681139,0.25256517746636326,23021,0.11878649764990742
0.5721120984278879,0.2807646356033453,00740,0.5132192846034215,0.21739130434782608,10984,0.07425742574257425
0.4192176870748299,0.13793103448275862,00741,0.8220946915351507,0.1860031104199067,24143,0.25827135162862275
0.5198188546941955,0.2108665105386417,00745,0.7345440739100171,0.25245920282026496,23882,0.12799801168137195
0.3700583669294181,0.046504065040650404,00751,0.7686388962589547,0.18855711004385048,18458,0.27256171590449213
0.3891891891891892,0.08970588235294118,00754,0.7358846618357487,0.18304331728989262,19320,0.3009564465578731
0.48701758527086036,0.08445413788925239,00757,0.7857837012355963,0.2670912951167728,20786,0.25007365216537364
0.3344695355773328,0.15201698513800424,00765,0.7034540859309183,0.14154103852596314,14942,0.0756282313334135
0.42642349237366334,0.18635437881873726,00766,0.7364410008891147,0.21419412745223745,20774,0.07958600999286224
0.37990905332782143,0.14897615985755266,00767,0.6956956123553409,0.17414408920637686,17390,0.5142766295707473
0.3953764681920022,0.07272258950802782,00769,0.7612331406551059,0.23012584704743466,18994,0.1946421454193475
0.4128346964400855,0.11796136457048911,00771,0.7761659779033482,0.2504444005530318,23873,0.4914569118743191
0.4765292553191489,0.3128226594111902,00772,0.6220364741641338,0.12665730775230075,16425,0.4385056204540445
0.4807920010524931,0.24599808455329047,00773,0.6971924151109804,0.21930906847624923,22216,0.07601719037785344
0.5775158658204895,0.02511773940345369,00775,0.6380368098159509,0.17553191489361702,25104,0.02397525135344161
0.48747622067216234,0.1646829268292683,00777,0.7230377471539844,0.2184473252868425,22317,0.19646170329526746
0.5690132633726862,0.14718237704918033,00778,0.7581672203765227,0.3264530146659424,35690,0.11268463900940867
0.45072869414149214,0.13447537473233404,00780,0.8829619626378573,0.34664391353811147,23684,0.09626204238921002
0.42403715889297466,0.14772554389167808,00782,0.48031189083820663,0.15488291544311422,14978,0.09290612944706386
0.41938555959225426,0.19503784693019344,00783,0.7304149653404235,0.21053282235134133,19192,0.061172769378659446
0.3115290005178664,0.07594805194805195,00784,0.692191869219187,0.21221583336506608,17821,0.14784255376707697
0.304635761589404,0,00786,1,0,NA,0.4304635761589404
0.3657759377744323,0.09528055974756483,00791,0.7223037417461482,0.2293345747621403,22316,0.14617090947501848
0.40695532999271916,0.1530204167543675,00794,0.6502118886725461,0.22352279697403393,19997,0.07343837929093978
0.4582195521572911,0.2132300357568534,00795,0.7467209719729394,0.2714014358842278,21252,0.07284076722278969
0.42430555555555555,0.16399345335515547,00901,0.4312160868177466,0.44555675342676726,27426,0.10706347246233638
0.9025974025974026,0,00906,1,0.9155844155844156,NA,0
0.5509274539573569,0.07872034507548527,00907,0.6179505639548836,0.5879439649073157,38807,0.07833935018050542
0.575801749271137,0.14430379746835442,00909,0.4327824921840107,0.3802068772714565,19512,0.15018973437187938
0.606229660622966,0.1273006134969325,00911,0.4953501094091904,0.545907840440165,34413,0.0695521981761263
0.5579519551113449,0.1433060967944689,00912,0.5670754366406541,0.41322653522283836,28011,0.16027595058559282
0.4930350358801182,0.4126712328767123,00913,0.175,0.23315027458811782,5746,0.04128686327077748
0.5246087655430003,0.2803713049747657,00915,0.4204867006225241,0.13305330078901062,12921,0.13089700996677742
0.467924067631081,0.217975476128359,00917,0.49333333333333335,0.27692844677137873,16277,0.10051880674448768
0.5474596011064201,0.12431857465762532,00918,0.4717673260841085,0.6061962134251291,31993,0.04794387059052816
0.545804881346765,0.09562739997522607,00920,0.5492692808566054,0.3413731987362256,26217,0.19224302858136705
0.49504807865451794,0.1870362287210825,00921,0.49018595041322316,0.29896142433234424,20147,0.1671521330177802
0.518025078369906,0.2481979175936638,00923,0.44697411947849774,0.23022497374385054,16950,0.14667181169207022
0.5124207728480883,0.19910224438902743,00924,0.5266169676606468,0.30648429584599796,19876,0.18481339553482173
0.5391289259066459,0.20566462825877052,00925,0.24527665317139002,0.37905015534842434,12880,0.19908616187989556
0.5187343778577089,0.10901654757427605,00926,0.7332625461048397,0.483621338407145,35680,0.10072969543147207
0.5227752894447731,0.0750080827675396,00927,0.5459905660377359,0.6686882519808276,36638,0.07078026643244034
0.6956521739130435,0.6458333333333334,00934,0,0.5507246376811594,NA,0.4274193548387097
0.5236563145595556,0.12010089251067133,00949,0.757978412500487,0.2981133572718075,29319,0.08420147596188293
NA,NA,00950,NA,NA,NA,NA
0.44932432432432434,0.12781954887218044,00951,0.42953020134228187,0.23875432525951557,20662,0.25
0.4518884892086331,0.2285240464344942,00952,0.6548205489092188,0.11836664369400414,17018,0.20836029506923773
0.5037519467648308,0.10244519392917369,00953,0.807094133697135,0.2716072702850187,28459,0.06240570363577197
0.4651463458430598,0.10156732550957381,00956,0.7013754927451145,0.2618929325549621,25506,0.06359814595235529
0.44758248009101254,0.09989197432801677,00957,0.7224136765997703,0.27605792865209594,26384,0.060322627666294155
0.5098014949754963,0.09656746128076904,00959,0.647931213572624,0.34642784449419906,30418,0.08894376661155641
0.0014920919128618322,0.8,00960,NA,0.027816411682892908,NA,0.14970414201183432
0.5086360703033064,0.14127919994029406,00961,0.6697662061636557,0.36810997767173065,34346,0.07512482977757604
0.42755604155276106,0.16950838306337027,00962,0.5596669750231268,0.15702066999287242,17315,0.09732881491079438
0.3630587204206836,0.1647555823777912,00965,0.6032838983050848,0.10535491905354918,15407,0.12240356083086053
0.5047633335833771,0.11576757319066726,00966,0.7297523427041499,0.6594493223084136,50154,0.03698290652602148
0.45507158087115446,0.01740294511378849,00968,0.7346478873239437,0.7222580645161291,47372,0.026880260657073038
0.5236326051734734,0.08300880234729262,00969,0.7560540577622281,0.5677925860267815,50730,0.06136104783599089
0.5038322243746315,0.10046807087930458,00971,0.6735500878734623,0.2851063829787234,26849,0.07105885832593907
0.5068548002669463,0.06703784515837785,00976,0.7097705036295595,0.3684620001333719,33822,0.12211285134720135
0.568782570477805,0.10343305000551938,00979,0.6532522227421619,0.4811799157203057,33503,0.10876220181366603
0.5053419702195676,0.16930248043948726,00982,0.6490351481736734,0.30842855747631603,25569,0.1818246060349092
0.5323688706335648,0.1450225317492831,00983,0.6681933038534428,0.3041800915719858,28472,0.19962133935933063
0.4930151751524606,0.1647608773822366,00985,0.7026848409748038,0.26490689584612237,29693,0.19016769473977868
0.5400231638294618,0.12839915830365814,00987,0.7433422433422433,0.3685209894283075,33719,0.16016378525932667
0.6549196712815577,0.053809631471851686,01001,0.7268443528199087,0.36749540330961705,72444,0.03704624564893088
0.6482787225217752,0.06999360204734485,01002,0.4770155232849274,0.7140363636363637,65013,0.06013248911173737
0.37699657209539783,0.1886244921648288,01003,0,0.2773109243697479,NA,0.05586755160090438
0.6886837121212122,0.041595049845307666,01005,0.9716070414537195,0.3769005847953216,103477,0.004447139680614514
0.709454082444692,0.024677509814918678,01007,0.8389386513435863,0.47290777509742066,101076,0.003397804495556717
0.6017786561264822,0.013136288998357963,01008,0.9367588932806324,0.32937365010799136,79573,0
0.6780185758513931,0.16210045662100456,01009,0.8858858858858859,0.47302158273381295,64809,0
0.6236957253450017,0.057204533189422556,01010,0.8888888888888888,0.44287780187997106,84830,0.0407777477720767
0.6349809885931559,0.017964071856287425,01011,0.7891566265060241,0.19593147751605997,75640,0.0037537537537537537
0.6399132321041214,0,01012,0.7929515418502202,0.24271844660194175,68894,0
0.6351255651794956,0.07016039111416074,01013,0.5069866666666667,0.22861404760360593,52721,0.045048218767889385
0.6035876510893833,0.05963010204081633,01020,0.6135074626865672,0.2069441968265288,61963,0.05484627410109432
0.420533070088845,0.07746478873239436,01022,0.7042513863216266,0.3225396825396825,50134,0.16554809843400448
0.5531453362255966,0.01764705882352941,01026,0.8127753303964758,0.5858453473132372,76100,0
0.6485706792551796,0.04508693894055803,01027,0.6456040705241983,0.405036496350365,64330,0.004009487237406822
0.6198875452514827,0.030318091451292245,01028,0.8466012963270733,0.44468909635370796,95284,0.010069571585499816
0.6293103448275862,0.030821917808219176,01029,0.8728070175438597,0.2647058823529412,88750,0
0.6755413893315834,0.04399111851235082,01030,0.7983580296355627,0.33315323103522804,86136,0.014730339748158707
0.6077963404932378,0.005235602094240838,01031,0.59375,0.2559017941454202,49071,0
0.648,0,01032,0.9090909090909091,0.4809384164222874,83750,0
0.7417008578888474,0.03746542620065376,01033,0.8719367588932806,0.42515888669734825,106821,0.010638297872340425
0.6468510888758093,0.0746132848043676,01034,0.9385542168674699,0.38842443729903536,91176,0.011049723756906077
0.6095689460618371,0.03332099222510181,01035,0.7648624667258208,0.5818227593152064,101458,0.022671452862270923
0.6229250785105428,0.07562117392870003,01036,0.9454365079365079,0.3595338457723779,99400,0.0010018032458425166
0.4404973357015986,0,01037,0.8754863813229572,0.44693877551020406,85250,0.001445086705202312
0.6497573886193206,0.031907671418873046,01038,0.738973897389739,0.5180592991913746,90893,0
0.7470790378006873,0.02207911683532659,01039,0.8180535966149506,0.570906432748538,99896,0.017313432835820895
0.5469468154957321,0.07226890756302522,01040,0.3958305669897756,0.2202909796314258,45045,0.04028066528066528
0.701721731037692,0.03183023872679045,01050,0.8190298507462687,0.3204449152542373,70800,0.010798303123794832
0.3621879978757302,0.10263929618768329,01053,0.7879213483146067,0.4768076398362892,56094,0.08581349206349206
0.633267845448592,0.07238883143743537,01054,0.8799435028248588,0.6612099644128114,97188,0.005016722408026756
0.6088605507612818,0.041256657939875416,01056,0.7399322983541496,0.2341475762561701,72563,0.0195249406175772
0.6383997746161432,0.07744924977934686,01057,0.8275466284074605,0.25524861878453037,72567,0.00723938223938224
0.688153582019666,0.04445452483556362,01060,0.4689801699716714,0.7061333333333333,70467,0.018430717863105177
0.6014153772340171,0.035700039888312725,01062,0.7498798654493032,0.5290892069011636,78526,0.020335536349771224
0.4636650868878357,0.09795570698466781,01063,0,1,NA,0.0533175355450237
0.3953488372093023,0,01066,1,0.3953488372093023,NA,0
0.6118143459915611,0.04942528735632184,01068,0.92,0.38192182410423453,85078,0.012338062924120914
0.5975269246110889,0.04428126390743213,01069,0.7382100750267953,0.23982514320168827,64300,0.03562570462232244
0.6666666666666666,0.04678362573099415,01070,0.872093023255814,0.48764044943820223,71000,0.001610305958132045
0.600177304964539,0.01624815361890694,01071,0.8976833976833977,0.28728070175438597,94286,0.028125
0.6274018379281537,0.09720372836218376,01072,0.8883415435139573,0.6773308957952467,79226,0.008733624454148471
0.670319108035371,0.028677946659019213,01073,0.8994823123382226,0.3877966101694915,110200,0.007957128937966872
0.6607929515418502,0.14666666666666667,01074,0.2611464968152866,0.19571865443425077,81681,0
0.6225487105113815,0.037475944495087614,01075,0.7751091703056768,0.4616918730264251,82278,0.015511606005207467
0.6692317558035141,0.03238788807972403,01077,0.8366228070175439,0.35677007828356044,100337,1.0761945759793371e-4
0.6305309734513275,0,01079,0.679324894514768,0.2777777777777778,65184,0
0.6703645007923931,0.0851063829787234,01080,0.6379888268156425,0.18495297805642633,80087,0.006151142355008787
0.7673231218088986,0.030418250950570342,01081,0.8954802259887006,0.28112449799196787,85938,0.005148741418764302
0.6313406848520023,0.0840227983085126,01082,0.6830880784815526,0.22609534306971618,60281,0.015324202662580213
0.7362025316455696,0.0859697386519945,01083,0.6359743040685225,0.26015303119482047,81078,0.009255831173639394
0.6385542168674698,0.05660377358490566,01084,0.7954545454545454,0.7,78750,0
0.6105953813535041,0.046924123691990054,01085,0.6624167093798052,0.32752650555099416,74341,0.017451755963082825
0.88354898336414045,0.0899581589958159,01088,0.5449275362318841,0.23471400394477318,60260,0
0.6761703922395613,0.061751497005988025,01089,0.564394534317575,0.3559755098105385,60023,0.0378982439092108
0.7120622568093385,0.10245901639344263,01092,0.5150375939849624,0.41601779755283647,62500,0.024839743589743588
0.7012987012987013,0.037037037037037035,01093,0.8857142857142857,0.3253968253968254,96500,0
0.296875,0,01094,1,0.109375,NA,0
0.6517643169985952,0.007607455306200076,01095,0.8980985785490123,0.4997651920728844,124327,0.031281807694917556
0.7221698113207548,0.022860875244937948,01096,0.8478260869565217,0.48279512969825306,89643,0
0.6304347826086957,0,01097,0.5769230769230769,0.1956521739130435,70909,0
0.6723044397463002,0.0440251572327044,01098,0.9294117647058824,0.4227733934611049,86364,0
0.5070564516129032,0.07256461232604373,01103,0.09344490934449093,0.3478005865102639,20978,0.2357011070110701
0.5978480161398789,0.10976752905886764,01104,0.4705690703735882,0.14456830298414458,41402,0.13592525617842074
0.46339050131926124,0.15373665480427046,01105,0.08797541298501729,0.09815782238108331,23331,0.16707910912429152
0.5980113636363636,0.05595143837424123,01106,0.8995843724023275,0.6192352467090535,129339,0.01498452012383901
0.5287433155080213,0.16793088916982724,01107,0.30444024563060934,0.1495170096598068,31698,0.12731089044966498
0.6186553544122725,0.08818370275873066,01108,0.4148634093802017,0.20256395038281202,41153,0.20226987089157178
0.5085935608811426,0.11550055529113121,01109,0.4176309699137387,0.16626241626241625,37887,0.35397861852634277
0.6660703637447823,0.07443407085305026,01118,0.7968885047536733,0.3046033300685602,70295,0.17262655078617395
0.5096084770114943,0.03383259911894273,01119,0.7084130019120459,0.1914655942806077,50729,0.2095921176555821
0.6726332537788385,0.054405677114133646,01128,0.9286971830985915,0.3381389252948886,79015,0.07209158415841584
0.6146256529309344,0.05508341202392194,01129,0.7772493063812921,0.3220413550373955,75944,0.15077755240027046
NA,NA,01144,NA,NA,NA,NA
0.5876845991561181,0.0646174556876823,01151,0.48335152838427947,0.17418844022169439,47234,0.20757261410788383
0.6328805202979125,0.07089876932001823,01201,0.6351242983159583,0.3296025042820861,60060,0.050714096799788416
0.60212735374443,0.0620673191692528,01220,0.5757345491388045,0.22019215624507796,49691,0.00808724421026835
0.6835016835016835,0.06896551724137931,01222,0.9238754325259516,0.2572463768115942,61840,0
0.6443276390713972,0.04894629503738953,01223,0.9255928045789044,0.3431786216596343,64750,0.007900677200902935
0.5977011494252874,0,01224,0.8375,0.2635135135135135,NA,0
0.5581647398843931,0.05760517799352751,01225,0.8807157057654076,0.33306548814785053,69069,0.011409189022510022
0.6023121387283237,0.030070377479206652,01226,0.7406260749914001,0.40643697132246753,72664,0.006607929515418502
0.4014084507042254,0,01229,0.6818181818181818,0.41732283464566927,NA,0
0.6415911776289878,0.029875179046449766,01230,0.7492749802267334,0.4444787168414559,71281,0.015209541525331
0.6344181899242086,0.04005621925509487,01235,0.8088768115942029,0.2056772908366534,66516,0.0053639846743295016
0.7224947442186405,0.040737148399612025,01236,0.7713068181818182,0.5628373168851195,77588,0.00857843137254902
0.6786492374727668,0.024879614767255216,01237,0.930323846908734,0.4141069397042093,78413,8.576329331046312e-4
0.6083401471790678,0.030577956989247312,01238,0.7700698080279232,0.3633873544852773,69840,0.003021685033771774
0.502970297029703,0.09273840769903761,01240,0.6195551436515292,0.4888146052969915,72200,0.021315468940316686
0.6425855513307985,0.33136094674556216,01242,1,0.34782608695652173,NA,0
0.6540880503144654,0,01243,1,0.3333333333333333,74688,0
0.3902439024390244,0,01244,0.8088235294117647,0.2733333333333333,53462,0
0.5115942028985507,0.0708215297450425,01245,0.9549295774647887,0.5843949044585988,101488,0
0.6009184845005741,0.047891988281747545,01247,0.6221847709514325,0.24355839759262743,51959,0.016747809152872443
0.6717363751584284,0.10754716981132076,01253,0.8433179723502304,0.44573643410852715,93625,0
0.5939933259176863,0.016853932584269662,01254,0.9772727272727273,0.5906432748538012,97500,0.05125628140703518
0.5768194070080862,0.016355140186915886,01255,0.9838187702265372,0.2811550151975684,76750,0.016184971098265895
0.6017543859649123,0.043731778425655975,01256,0.9545454545454546,0.23844731977818853,51250,0.03672316384180791
0.5696335078534032,0.02849264705882353,01257,0.7680157946692991,0.4132509825940483,64531,4.916420845624386e-4
0.6050955414012739,0.031578947368421054,01258,0.948051948051948,0.4931506849315068,92917,0
0.657608695652174,0.05234159779614325,01259,0.8801369863013698,0.4989816700610998,110417,0.04861111111111111
0.927710843373494,0,01260,1,0.06626506024096386,123367,0
0.45973847212663455,0.05389221556886228,01262,0.6380813953488372,0.43544690603514136,51875,0.04179471419791026
0.6538461538461539,0.032679738562091505,01264,0.74,0.5463414634146342,73333,0.01984126984126984
0.6653944020356234,0.04397705544933078,01266,0.8479809976247031,0.7050561797752809,85406,0.058695652173913045
0.5554643687594036,0.018468357547402118,01267,0.7682014954742228,0.6511574604629842,95360,0.03269654665686995
0.7141057934508817,0.026455026455026454,01270,1,0.3976945244956772,99063,0
0.5905299973096583,0.05683371298405467,01301,0.5625152625152625,0.3507657825924542,52569,0.027484498072733368
0.6485325697924124,0.09381898454746136,01330,0.8323863636363636,0.48919753086419754,74355,0
0.6229833491502027,0.08738401883395651,01331,0.7310091743119266,0.19922993385329252,61990,0.00980533525594809
0.640655105973025,0.0481203007518797,01337,0.8291956305858987,0.32,75938,0
0.4631578947368421,0,01338,0.9523809523809523,0.34444444444444444,57344,0
0.49693721286370596,0.05855161787365177,01339,0.8803827751196173,0.32073887489504616,65139,0
0.6277884002549394,0.030456852791878174,01340,0.8393977415307403,0.35446685878962536,64097,0.00825082508250825
0.6903735632183908,0.04266389177939646,01341,0.8410958904109589,0.6045454545454545,86875,0
0.5786096256684492,0.04805914972273567,01342,0.7521865889212828,0.5051546391752577,99732,0.02290748898678414
0.6456692913385826,0,01343,0.8,0.2727272727272727,74545,0
0.6578754578754579,0.08797327394209355,01344,0.7856093979441997,0.24194880264244426,66319,0.01767825574543312
0.7849162011173184,0.02491103202846975,01346,0.95,0.47058823529411764,99082,0
0.8357487922705314,0,01347,0.4375,0.4306569343065693,67500,0
0.711038961038961,0.0273972602739726,01349,0.746177370030581,0.275390625,63717,0
0.625,0.08333333333333333,01350,0.7692307692307693,0.05952380952380952,NA,0
0.728668171557562,0.03903345724907063,01351,0.7695984703632888,0.401755241345685,100078,0.012110091743119266
0.700531208499336,0.06445497630331753,01354,0.7840531561461794,0.516728624535316,72500,0.020491803278688523
0.6993166287015945,0.024429967426710098,01355,0.8716707021791767,0.3125,72064,0
0.6596604688763137,0.034926470588235295,01360,0.8400659521846661,0.442150744119059,83750,6.898930665746809e-4
0.588189100047118,0.09105473965287049,01364,0.6938099966898378,0.18172194777699366,53039,0.009500260281103592
0.608257804632427,0.041390728476821195,01366,0.9039301310043668,0.4600456621004566,77500,0.0043821209465381246
0.5456989247311828,0.019704433497536946,01367,0.9044943820224719,0.256797583081571,67500,0.019027484143763214
0.6646859083191851,0.04342273307790549,01368,0.8802177858439202,0.22466539196940727,89417,0
0.5973534971644613,0.061708860759493674,01370,0.7018890200708382,0.5365013774104683,69643,0.0035230352303523035
0.6662968715331706,0.02863802863802864,01373,0.7757961783439491,0.4448019801980198,83826,0
0.7578288100208769,0.026367571822117276,01375,0.43637454981992796,0.49980657640232107,58750,0.00763566948459231
0.6244715829027713,0.060925159834524255,01376,0.5519031141868512,0.25852642541004944,50921,0.0014090177133655394
0.6292307692307693,0.06845965770171149,01378,0.9310344827586207,0.3621533442088091,75179,0
0.5977337110481586,0.12085308056872038,01379,0.8162729658792651,0.4764705882352941,60372,0.08913308913308914
0.7631578947368421,0,01380,1,0.2777777777777778,72500,0
0.6569153641993513,0.08134314957802119,01420,0.5608862845632668,0.23701075346681633,60390,0.06476559881243116
0.6435763189689891,0.039424280350438046,01430,0.9406819243344232,0.3554732700763712,103762,0.012032932235592146
0.7102189781021898,0.046762589928057555,01431,0.9313801079414032,0.40843949044585987,95536,0.002508623392913139
0.7520356429559072,0.05250255362614913,01432,0.6786516853932584,0.4521011396011396,97097,0.0262891809908999
0.3686293913904008,0.009395973154362415,01434,1,0.3515358361774744,140391,0.24721603563474387
0.6339057362075264,0.11815561959654179,01436,0.7741679873217115,0.24194915254237287,75833,0.0021780560849441874
0.5672268907563025,0,01438,0.8225806451612904,0.423841059602649,77381,0.00821917808219178
0.5848129536571748,0.06797784991407295,01440,0.5714285714285714,0.18972573453057234,53400,0.025199436884091975
0.7039274924471299,0.05282271376691978,01450,0.8777486910994764,0.6474058184743263,169643,0.005615974326974505
0.6568677141409022,0.05555555555555555,01451,0.9484412470023981,0.7580367393800229,174444,0
0.7102542609667505,0.04799370574350905,01452,0.9104665825977302,0.3312723722746502,105938,0.022130013831258646
0.6775511354031667,0.055095845981121876,01453,0.6349463567277603,0.31842130781911626,69525,0.06607939647637885
0.6762976860537836,0.058627704827076015,01460,0.8684360730593608,0.5696020686682948,140511,0.001490609162277651
0.6931093151850276,0.0768640687327401,01462,0.8090847762536542,0.3948045582649185,101540,0.011924165737325212
0.6794589493551432,0.038425925925925926,01463,0.8199084668192219,0.3852654129969055,111827,0.010677372512172205
0.5123992560446373,0.06896551724137931,01464,0.7808102345415778,0.30264945652173914,111875,0.07864864864864865
0.7809551886792453,0.03397508493771234,01468,0.8951911220715166,0.32879377431906615,98925,0
0.7072591587516961,0.034292565947242205,01469,0.8184387142352526,0.41536683997689194,103984,0.020189864955207915
0.656036784336992,0.04453990504182682,01473,0.8885329916720052,0.4201542753979977,107738,0
0.7226512226512226,0.06767586821015138,01474,0.9205882352941176,0.3494704992435703,108068,0
